Date,Ave.T,Max.T,Min.T,Prec,S.L.Press,Wind.dir,dir,Wind.sp
31/01/2014,0.2,3.6,-3.1,0,1018.5,357,N,4
30/01/2014,2.5,8.6,-3.6,0,1019.2,21,N,5
29/01/2014,1.2,7.5,-5.1,0,1013.5,29,NE,2
28/01/2014,0.6,6.3,-5.1,0,1025.7,203,SW,3
27/01/2014,-0.8,3.9,-5.4,0,1021.9,353,N,3
26/01/2014,-1.4,3,-5.8,0,1025.7,350,N,3
25/01/2014,3.5,9.9,-3,0,1028.9,97,E,4
24/01/2014,2.6,7.5,-2.2,0,1020.2,298,NW,6
23/01/2014,0.6,5.4,-4.2,0,1015.7,353,N,5
22/01/2014,0.9,7.6,-5.7,0,1022,345,N,6
21/01/2014,-0.8,5.4,-6.9,0,1030.7,189,S,9
20/01/2014,2.9,5.9,-0.1,0,1032.7,304,NW,9
19/01/2014,4,10.4,-2.3,0,1025.9,295,NW,13
18/01/2014,1.1,7.3,-5,0,1031.2,5,N,7
17/01/2014,-1.3,2.8,-5.4,0,1033.2,276,W,5
16/01/2014,0.1,5.9,-5.7,0,1029,69,E,4
15/01/2014,-1.9,3.6,-7.4,0,1029.5,174,S,6
14/01/2014,-1.2,2.6,-5,0,1034.6,281,W,6
13/01/2014,-1.8,4.1,-7.7,0,1031.8,228,SW,6
12/01/2014,-1.1,3,-5.3,0,1036.7,90,E,6
11/01/2014,0.7,5.7,-4.3,0,1031.3,207,SW,3
10/01/2014,-1.1,4.3,-6.6,0,1031.6,201,S,6
09/01/2014,-2.6,1.5,-6.8,0,1031.9,262,W,6
08/01/2014,-1.6,1.1,-4.3,0,1033.9,338,N,7
07/01/2014,0.5,3.6,-2.6,0,1029.2,330,NW,3
06/01/2014,-1.4,1.9,-4.6,0,1025.2,39,NE,5
05/01/2014,1.9,8,-4.2,0,1025.7,84,E,7
04/01/2014,1.7,7.2,-3.8,0,1021.4,350,N,7
03/01/2014,6.5,9.4,3.5,0,1023.8,226,SW,7
02/01/2014,6,11.5,0.6,0,1018.2,229,SW,8
01/01/2014,11.1,15.2,6.9,0,1016.7,294,NW,11
28/02/2014,4,7.5,0.4,0,1025.7,135,SE,4
27/02/2014,6.3,8.9,3.7,0,1029,111,E,4
26/02/2014,7.5,12.6,2.4,3.1,1023.1,355,N,4
25/02/2014,6.4,10.2,2.6,0,1025.1,8,N,4
24/02/2014,3.6,6.3,0.9,0,1027.3,67,NE,3
23/02/2014,2.4,5,-0.3,0,1029.8,19,N,3
22/02/2014,2.1,6.3,-2.1,0,1030.1,319,NW,4
21/02/2014,3.5,6.9,0,0,1027.9,352,N,3
20/02/2014,0.7,4.2,-2.8,0,1029.7,230,SW,5
19/02/2014,2,5.3,-1.2,0,1029.5,328,NW,5
18/02/2014,0.9,5.7,-3.9,0,1029.8,65,NE,5
17/02/2014,2.8,5.2,0.4,0,1034.9,82,E,5
16/02/2014,0.6,4,-2.8,0,1030.9,350,N,4
15/02/2014,1.1,5.9,-3.7,0,1025,337,NW,3
14/02/2014,0.9,7.6,-5.8,0,1024.8,104,E,6
13/02/2014,-0.8,3.6,-5.1,0,1032.4,118,SE,4
12/02/2014,-1.4,2.2,-5,0,1034.2,120,SE,3
11/02/2014,-3.8,1.3,-8.8,0,1028.7,180,S,5
10/02/2014,-4.5,0,-8.9,0,1033.5,209,SW,4
09/02/2014,-4.5,-1.9,-7.1,0,1037.1,181,S,4
08/02/2014,0,3,-3,0,1030.5,9,N,5
07/02/2014,-2.2,-1.1,-3.4,0.4,1025.7,73,E,3
06/02/2014,-2.4,0.2,-4.9,1.9,1030,354,N,4
05/02/2014,-3,-1.9,-4.2,0.8,1029.2,4,N,3
04/02/2014,-3.9,-0.3,-7.5,0.8,1030,7,N,3
03/02/2014,0.1,3.2,-3.1,0,1028.7,105,E,5
02/02/2014,-1.4,2.4,-5.2,0,1018.4,347,N,4
01/02/2014,1.4,6.3,-3.5,0,1015.2,332,NW,4
31/03/2014,18.8,21.1,16.5,Tr,1015.6,254,W,5
30/03/2014,18.1,24.6,11.6,0,1015.6,152,SE,6
29/03/2014,16.6,21.4,11.9,0,1014.2,120,SE,4
28/03/2014,18.6,23.4,13.7,0,1008.2,223,SW,6
27/03/2014,15.2,18.2,12.2,0.9,1009.2,10,N,5
26/03/2014,18.8,23.9,13.6,0,1010,139,SE,4
25/03/2014,16.7,22.1,11.3,0,1010.1,45,NE,5
24/03/2014,16.5,22.2,10.8,0,1012,157,SE,5
23/03/2014,14.5,19.5,9.5,0,1020.9,61,NE,5
22/03/2014,16.9,24.7,9,0,1019,299,NW,6
21/03/2014,15.3,21,9.7,0,1019.6,201,S,7
20/03/2014,12.8,18.8,6.7,0,1026.7,254,W,6
19/03/2014,8.2,11.8,4.7,0,1025.3,8,N,6
18/03/2014,10.5,14.2,6.8,0,1022.3,120,SE,5
17/03/2014,13.8,21.5,6.2,0,1015.1,350,N,5
16/03/2014,13.1,17.3,8.8,0,1013.1,0,N,4
15/03/2014,16.4,27.9,4.9,0,1010.3,246,SW,6
14/03/2014,10.3,17.9,2.8,0,1017.2,193,S,7
13/03/2014,9.7,15.9,3.4,0,1022.1,276,W,5
12/03/2014,8,10.1,5.9,0,1026.4,248,W,5
11/03/2014,8.7,15.8,1.5,0,1017.5,40,NE,5
10/03/2014,6.4,11.3,1.5,0,1020.9,22,N,4
09/03/2014,8,12.9,3,0,1025.5,250,W,4
08/03/2014,8,13.2,2.8,0,1022.8,176,S,5
07/03/2014,3,7.3,-1.3,0,1028.1,9,N,3
06/03/2014,4,8.3,-0.2,0,1030.4,172,S,4
05/03/2014,4.5,8.1,1,0,1029,111,E,5
04/03/2014,6.2,10.4,2.1,0,1027.7,91,E,5
03/03/2014,5.7,9.4,2,0,1021.5,3,N,4
02/03/2014,7.5,15.4,-0.5,0,1021.1,227,SW,5
01/03/2014,6.1,11.7,0.5,0,1023.7,191,S,4
30/04/2014,20.1,26.2,14.1,0,1008.5,194,S,5
29/04/2014,19.9,25.8,14,0,1011.7,185,S,7
28/04/2014,17.8,22.6,13,0,1018.2,178,S,5
27/04/2014,18.7,23.7,13.7,0,1020.5,163,S,6
26/04/2014,16,18.7,13.3,0,1020.9,179,S,6
25/04/2014,19.4,24.2,14.6,9,1016.8,345,N,6
24/04/2014,18.8,23.8,13.8,0,1014.3,88,E,5
23/04/2014,18.2,23.7,12.8,0,1010,125,SE,7
22/04/2014,17.9,24.5,11.2,0,1012.8,152,SE,6
21/04/2014,17.5,21.3,13.7,0,1016.7,225,SW,7
20/04/2014,15.2,20.4,9.9,0,1017.1,78,E,4
19/04/2014,14.2,15.4,13,Tr,1019.5,60,NE,4
18/04/2014,15.2,17.2,13.1,11.4,1019.9,331,NW,3
17/04/2014,15.1,17.8,12.3,0,1014.3,66,NE,3
16/04/2014,16.5,20.5,12.5,2.6,1012.6,90,E,1
15/04/2014,16.8,19.7,13.8,1.8,1018,2,N,5
14/04/2014,20.4,26.9,13.9,0,1016,167,S,7
13/04/2014,16.3,23.3,9.3,0,1016.5,150,SE,5
12/04/2014,14.3,18.6,10,0,1016.4,127,SE,3
11/04/2014,12.8,14.6,11.1,0.1,1018.4,339,N,3
10/04/2014,13.8,16.2,11.4,0,1021.8,327,NW,5
09/04/2014,20.6,28.4,12.9,0,1012.9,86,E,6
08/04/2014,18.9,24.8,13,0,1012.2,166,S,5
07/04/2014,16.6,24.1,9,0,1013.3,157,SE,4
06/04/2014,14.4,21.8,7,0,1017,128,SE,5
05/04/2014,13.2,18.4,8.1,0,1023,129,SE,5
04/04/2014,17.4,28.2,6.7,0,1015.4,331,NW,5
03/04/2014,15.6,21.7,9.5,0,1022.8,330,NW,4
02/04/2014,17.1,21.5,12.8,0,1017,37,NE,6
01/04/2014,18.8,24,13.5,0,1011.4,188,S,7
31/05/2014,26.3,29.4,23.2,5.2,1007,312,NW,6
30/05/2014,30.1,36.1,24.2,0,1004.8,42,NE,7
29/05/2014,34.9,42.8,26.9,0,998.8,252,W,7
28/05/2014,31.2,37.6,24.9,0,1000.5,190,S,9
27/05/2014,31.8,36.3,27.2,0,999.6,289,W,8
26/05/2014,29.6,36.7,22.6,0,1000.8,264,W,8
25/05/2014,27.3,31.4,23.2,0,1008.2,279,W,7
24/05/2014,24.3,29.6,19,0,1007.1,89,E,5
23/05/2014,26.1,31.7,20.5,5.6,1008.8,93,E,7
22/05/2014,26.9,32.6,21.3,0,1006.8,172,S,7
21/05/2014,27.1,32.7,21.6,0,1004.5,226,SW,6
20/05/2014,26.8,31.5,22.1,0,1003.9,32,NE,6
19/05/2014,27.3,34.7,19.9,0,1002.8,241,SW,8
18/05/2014,24.3,30.1,18.5,0,1007.1,155,SE,7
17/05/2014,22.9,28.1,17.7,0,1011.5,240,SW,4
16/05/2014,25.5,28.5,22.5,0,1008.5,100,E,6
15/05/2014,23.5,31.7,15.3,0,1001.1,239,SW,9
14/05/2014,20.1,23.9,16.2,0,1006.3,276,W,8
13/05/2014,25.8,32.2,19.4,0,1000.7,206,SW,5
12/05/2014,23.3,31.4,15.2,0,1003,222,SW,7
11/05/2014,16.4,21.6,11.3,0.6,1005.3,280,W,7
10/05/2014,15.3,17.6,13,17.3,1013.4,359,N,6
09/05/2014,19.1,22.3,16,0,1012.4,18,N,4
08/05/2014,18.2,23.2,13.2,0,1012.2,73,E,5
07/05/2014,21.2,27.2,15.2,0,1008,87,E,6
06/05/2014,19.3,27.9,10.7,0,1003.8,137,SE,8
05/05/2014,16.9,22.1,11.6,0,1015.3,186,S,7
04/05/2014,14.4,19.4,9.5,0,1020,318,NW,7
03/05/2014,21,28.8,13.2,0,1013,289,W,7
02/05/2014,19,24.9,13.1,0,1018.1,287,W,7
01/05/2014,22.1,27.1,17.2,0,1009.8,266,W,8
30/06/2014,28.8,34.5,23.1,0,1005.3,144,SE,5
29/06/2014,29.6,34,25.3,0,1005.7,257,W,6
28/06/2014,30.8,37.1,24.5,0,1005,223,SW,4
27/06/2014,29.6,34.2,24.9,0,1006.8,119,SE,4
26/06/2014,28.4,35.3,21.6,0,1002.9,159,S,4
25/06/2014,26.9,30.3,23.4,13.8,1003,134,SE,5
24/06/2014,26.8,32,21.5,Tr,1003.1,141,SE,4
23/06/2014,24.9,30.4,19.5,0,1006.9,42,NE,3
22/06/2014,25.5,31.1,19.9,10.1,1008.4,297,NW,5
21/06/2014,24.4,28.5,20.4,0.3,1008,69,E,4
20/06/2014,23.8,28.9,18.6,0,1007,55,NE,6
19/06/2014,21.7,23.5,19.9,5.8,1005.6,261,W,5
18/06/2014,23.6,25.6,21.6,Tr,1003,98,E,3
17/06/2014,25.7,29.5,21.9,0,1001.8,76,E,5
16/06/2014,25.4,30.6,20.3,0,1001.5,140,SE,7
15/06/2014,28.1,31.5,24.7,0,1003.8,147,SE,5
14/06/2014,28.5,34,23,0,1005,337,NW,4
13/06/2014,28.1,33.3,22.9,0,1006.1,28,NE,5
12/06/2014,28.9,34.9,22.8,0,1005.3,305,NW,5
11/06/2014,25,29.6,20.4,0,1009.4,49,NE,5
10/06/2014,26.9,34.1,19.6,0,1007.2,73,E,6
09/06/2014,27.4,34.4,20.5,0,1004.5,5,N,6
08/06/2014,26.8,33.2,20.3,0,1001.7,182,S,5
07/06/2014,26.4,33.4,19.4,0,1003.2,14,N,5
06/06/2014,24.9,27.4,22.5,6.5,1003.9,329,NW,2
05/06/2014,28.1,33.3,22.8,0,1003.9,125,SE,3
04/06/2014,25.5,29.5,21.5,0,1005.6,160,S,3
03/06/2014,24.6,31.5,17.6,0,1007.2,260,W,5
02/06/2014,20.6,22.7,18.5,0,1011.3,340,N,5
01/06/2014,22.8,24.8,20.7,2.2,1008.5,305,NW,4
31/07/2014,28.2,32,24.5,0,1005.9,121,SE,4
30/07/2014,27.6,31.4,23.7,0,1005.7,4,N,5
29/07/2014,27.6,30.7,24.5,1.2,1002.2,109,E,4
28/07/2014,28.6,33.8,23.5,0,1003.4,135,SE,6
27/07/2014,28.3,33.7,22.9,0,1007.1,158,S,6
26/07/2014,28.9,34.9,22.8,0,1008.8,150,SE,5
25/07/2014,27.4,33.9,21,0,1006.7,173,S,6
24/07/2014,26.1,29.7,22.4,0.4,1006.4,270,W,4
23/07/2014,28.9,34.1,23.6,Tr,1004.3,289,W,4
22/07/2014,25.6,27.2,24.1,0.3,1007.8,302,NW,7
21/07/2014,32.9,37.1,28.7,0.4,1002.4,285,W,4
20/07/2014,31.2,36.3,26.2,0,1002.7,174,S,6
19/07/2014,30.6,34.8,26.5,0,1007.2,197,S,6
18/07/2014,30.1,35.5,24.7,0,1006.9,169,S,5
17/07/2014,28.9,33.6,24.3,0,1005,37,NE,5
16/07/2014,27.7,33.4,22,0,1002.7,109,E,6
15/07/2014,27.1,32.8,21.3,0.2,1002.8,172,S,7
14/07/2014,30.2,36,24.4,0,1002.8,241,SW,6
13/07/2014,29.9,35.5,24.4,0,1002.7,327,NW,6
12/07/2014,29.7,32.1,27.3,0,1002.8,348,N,3
11/07/2014,29.7,37.4,22,0,1000.3,268,W,5
10/07/2014,25.6,32.1,19.2,0,1001.6,198,S,7
09/07/2014,22.7,26,19.4,13.6,1006.7,258,W,7
08/07/2014,29.1,35.6,22.7,47.6,1003,311,NW,7
07/07/2014,29.7,34.2,25.2,Tr,1001.1,165,S,4
06/07/2014,29.8,34.9,24.6,0,1003.7,143,SE,5
05/07/2014,27.1,31.8,22.3,0,1006.1,160,S,4
04/07/2014,27.1,30.5,23.7,17.2,1005.7,135,SE,5
03/07/2014,28.5,33,24,0,1001,119,SE,4
02/07/2014,26.1,29.8,22.3,0,1001.6,59,NE,4
01/07/2014,29.3,32.5,26.1,0,1003,25,NE,5
31/08/2014,24.2,27.6,20.9,0,1012.5,95,E,3
30/08/2014,24.5,27.7,21.3,0.6,1013,37,NE,4
29/08/2014,24.2,28,20.5,0,1015,37,NE,3
28/08/2014,24.9,28.9,21,Tr,1014,57,NE,5
27/08/2014,26.2,31.4,21.1,0,1013,94,E,6
26/08/2014,27.9,34.1,21.8,0,1012.9,180,S,5
25/08/2014,27.1,32.1,22,0,1012.2,242,SW,5
24/08/2014,28.1,32.6,23.6,0,1008.3,232,SW,4
23/08/2014,29.1,33.9,24.2,0,1004.9,90,E,3
22/08/2014,26.8,30.3,23.2,0,1006.6,348,N,4
21/08/2014,27.9,33.4,22.4,0,1006.8,200,S,4
20/08/2014,27.4,32.9,21.9,0,1007.7,159,S,5
19/08/2014,26.7,31.6,21.8,0,1011.3,150,SE,5
18/08/2014,25.7,30.4,21,0,1012.1,106,E,4
17/08/2014,25.1,28.8,21.3,0,1010.5,141,SE,4
16/08/2014,27.3,31.2,23.4,0,1008,24,NE,5
15/08/2014,27.2,34.2,20.3,0,1006.7,198,S,7
14/08/2014,24.4,31,17.8,0.5,1007.5,184,S,6
13/08/2014,23.6,26.9,20.2,1.3,1008.8,331,NW,5
12/08/2014,27.7,32.9,22.5,1.2,1005.6,114,SE,6
11/08/2014,29.6,35.2,24.1,0,1004.7,93,E,4
10/08/2014,27.1,33.1,21.1,0,1003.3,199,S,5
09/08/2014,27.1,31.3,22.8,0,1005.3,161,S,5
08/08/2014,26.3,29.8,22.8,Tr,1008.1,222,SW,4
07/08/2014,26.2,31.7,20.8,0,1009,284,W,4
06/08/2014,23.1,25.7,20.6,3.6,1009.4,258,W,6
05/08/2014,25.9,30.4,21.4,0.2,1007.8,196,S,4
04/08/2014,27.6,33.6,21.7,4.9,1004.2,3,N,5
03/08/2014,31.8,35.9,27.6,0,1000.5,155,SE,4
02/08/2014,30.2,34.9,25.6,0,1002,218,SW,4
01/08/2014,29.1,33.4,24.7,0,1005.5,190,S,3
30/09/2014,13.2,15.1,11.2,0.2,1023.7,354,N,3
29/09/2014,21,26.8,15.2,2.1,1020.7,50,NE,5
28/09/2014,19.4,20.3,18.6,2.3,1016,15,N,3
27/09/2014,22.9,25.7,20,Tr,1016.3,18,N,4
26/09/2014,22.7,27.3,18.1,0,1010.7,320,NW,4
25/09/2014,20.3,23.4,17.2,0,1014.9,155,SE,4
24/09/2014,21.2,24.7,17.8,0,1016.5,27,NE,3
23/09/2014,19.7,20.2,19.2,1.4,1016.7,18,N,2
22/09/2014,22.8,25.2,20.3,0.5,1016.9,19,N,4
21/09/2014,21.9,24.8,19.1,0,1016.9,36,NE,3
20/09/2014,21.8,26.6,17,0,1011.1,67,NE,3
19/09/2014,20.1,25.4,14.8,0,1010.2,143,SE,5
18/09/2014,18.8,24.7,12.9,0,1018.7,193,S,4
17/09/2014,16.2,19.7,12.8,0.5,1021.8,234,SW,4
16/09/2014,15.9,18.7,13.1,13.2,1020.3,252,W,3
15/09/2014,19.6,23.1,16.2,0,1019.3,294,NW,3
14/09/2014,18.7,20.8,16.6,7.6,1019.2,285,W,4
13/09/2014,20.9,24.8,17,0,1014.7,174,S,3
12/09/2014,16.9,18.9,14.9,0.1,1016,295,NW,2
11/09/2014,20.5,22.8,18.2,26.9,1014.5,48,NE,4
10/09/2014,23.9,27.3,20.5,0,1013.7,354,N,4
09/09/2014,24.4,29.2,19.5,0,1010.4,120,SE,4
08/09/2014,25,27.7,22.3,0,1010.4,129,SE,3
07/09/2014,25.6,29.4,21.9,Tr,1008,75,E,3
06/09/2014,24.4,27.6,21.1,0.1,1010.2,107,E,3
05/09/2014,24.6,29.5,19.8,0,1009.4,83,E,3
04/09/2014,26.6,32.3,20.9,0,1006,192,S,5
03/09/2014,24.1,29.8,18.3,0,1010.1,283,W,5
02/09/2014,21.6,23.4,19.9,24.1,1010.5,359,N,3
01/09/2014,24.5,27.3,21.7,7.6,1011.1,103,E,4
31/10/2014,12.9,15.7,10.1,0,1020.5,315,NW,3
30/10/2014,12.2,14.4,10,0,1022.4,297,NW,3
29/10/2014,10.4,11.9,8.9,1.5,1024.2,340,N,1
28/10/2014,11,15,7,0,1025.9,35,NE,3
27/10/2014,11,15.7,6.3,0,1030.5,148,SE,4
26/10/2014,16.4,21.3,11.6,0,1027.3,69,E,2
25/10/2014,14.9,18.3,11.6,0,1012.9,176,S,4
24/10/2014,13.8,18,9.6,0,1011.3,13,N,3
23/10/2014,14.9,20.5,9.3,0,1013.3,68,E,4
22/10/2014,15.4,18.4,12.5,0,1020.3,133,SE,4
21/10/2014,14.1,15.2,13,Tr,1024.5,30,NE,3
20/10/2014,15.9,18.8,13,2.6,1019.4,67,NE,4
19/10/2014,17.6,20,15.2,0,1014.6,131,SE,3
18/10/2014,19.4,23.4,15.3,0,1015.4,62,NE,3
17/10/2014,20.1,28.2,12.1,0,1015.8,250,W,6
16/10/2014,15.1,22.8,7.4,0,1020.6,156,SE,5
15/10/2014,18.8,25.2,12.3,0,1018.7,285,W,6
14/10/2014,14.2,21.5,6.9,0,1018.3,171,S,6
13/10/2014,12.6,17.1,8,0,1025.9,169,S,3
12/10/2014,13.6,15.7,11.5,Tr,1031.7,227,SW,4
11/10/2014,19.5,23.2,15.8,1.6,1022.8,32,NE,4
10/10/2014,19.6,23.1,16,0,1021.1,1,N,3
09/10/2014,17.9,21.8,14.1,0,1019.9,299,NW,3
08/10/2014,17.9,21.6,14.2,0,1018.7,213,SW,3
07/10/2014,17.1,22.2,12,0,1019,181,S,3
06/10/2014,15.3,21.3,9.4,0,1022.8,159,S,4
05/10/2014,18.2,22.5,13.9,0,1025.6,345,N,4
04/10/2014,17.9,20.9,14.9,0,1020.3,133,SE,3
03/10/2014,17.6,21.6,13.5,6,1016.7,56,NE,4
02/10/2014,15.4,18.5,12.4,0,1014.4,190,S,4
01/10/2014,12,13.6,10.4,3.1,1014.6,353,N,2
30/11/2014,6.8,9.9,3.7,0,1027.6,304,NW,8
29/11/2014,3,4.8,1.2,Tr,1020.6,7,N,3
28/11/2014,3.8,8,-0.4,0,1021.7,151,SE,3
27/11/2014,4,6.1,1.8,Tr,1024,5,N,3
26/11/2014,4,8.3,-0.4,Tr,1018.3,0,N,3
25/11/2014,5,8.6,1.3,0,1018.3,14,N,3
24/11/2014,5.8,10.3,1.4,0,1026.6,47,NE,2
23/11/2014,6.8,9.6,3.9,0,1026.3,49,NE,3
22/11/2014,6.1,10.6,1.6,0,1027.1,316,NW,4
21/11/2014,5.4,11.8,-1,0,1022.5,353,N,3
20/11/2014,6.8,11,2.6,0,1018.5,345,N,3
19/11/2014,7.8,11.6,3.9,0,1020.4,38,NE,3
18/11/2014,7.5,13.3,1.7,0,1027.9,197,S,5
17/11/2014,8.8,13.6,4,0,1031.2,267,W,5
16/11/2014,7.5,13.3,1.8,0,1029.1,273,W,5
15/11/2014,7.9,11.3,4.5,0,1027.1,180,S,5
14/11/2014,8.8,13.5,4.2,0,1027.9,15,N,4
13/11/2014,7.7,13.2,2.1,0,1025.9,273,W,5
12/11/2014,9.1,13.1,5.1,0,1027.2,286,W,6
11/11/2014,14.9,17.9,11.9,0,1020.4,296,NW,8
10/11/2014,11.1,15.5,6.7,0,1020.9,199,S,5
09/11/2014,9.8,16.7,2.9,0,1025.3,199,S,4
08/11/2014,7.8,11.3,4.4,0,1028.2,132,SE,3
07/11/2014,7,8.1,6,Tr,1031.3,11,N,3
06/11/2014,9.4,14.6,4.3,0,1030.4,93,E,3
05/11/2014,14,20.5,7.5,0,1020.7,269,W,4
04/11/2014,10.8,17.3,4.4,0,1015.6,201,S,5
03/11/2014,13.2,18.9,7.6,0,1019.7,181,S,5
02/11/2014,11.7,16.9,6.5,0,1025.2,289,W,5
01/11/2014,13.9,17.5,10.4,0,1022.2,272,W,6
31/12/2014,0.8,4.4,-2.8,0,1035.1,305,NW,5
30/12/2014,4.2,9.3,-0.9,0,1022.7,338,N,7
29/12/2014,6.9,14.2,-0.4,0,1014.7,59,NE,3
28/12/2014,4.4,10.9,-2.1,0,1019,314,NW,4
27/12/2014,0.6,5.8,-4.7,0,1027.1,215,SW,5
26/12/2014,0.6,3.9,-2.7,0,1030.9,322,NW,3
25/12/2014,2.5,7.5,-2.5,0,1033.2,267,W,4
24/12/2014,1.1,6.1,-3.9,0,1033.9,187,S,3
23/12/2014,3.6,9.3,-2.1,0,1022.7,187,S,4
22/12/2014,7,10.9,3,0,1023.6,168,S,6
21/12/2014,-0.6,4.7,-5.9,0,1028.4,252,W,9
20/12/2014,-2,2.2,-6.3,0,1032.2,135,SE,4
19/12/2014,1.4,8,-5.3,0,1027.9,359,N,5
18/12/2014,2.2,7.1,-2.6,0,1026.1,37,NE,4
17/12/2014,5.2,11.1,-0.6,0,1029.4,240,SW,5
16/12/2014,0.1,3.2,-2.9,0,1032.5,267,W,8
15/12/2014,1.9,5.7,-2,0,1032.6,282,W,10
14/12/2014,1.7,6.3,-2.9,0,1026,320,NW,4
13/12/2014,2.5,7.2,-2.3,0,1028.4,303,NW,5
12/12/2014,2.1,6.4,-2.2,0,1029.4,270,W,8
11/12/2014,0.8,4,-2.4,0,1031.9,199,S,6
10/12/2014,3.1,8.2,-2,0,1030.4,289,W,6
09/12/2014,-0.1,3.3,-3.4,0,1031.8,124,SE,3
08/12/2014,-0.5,3.8,-4.7,0,1035,309,NW,3
07/12/2014,2.8,9.2,-3.6,0,1028.8,126,SE,4
06/12/2014,-0.2,4.6,-5.1,0,1025.8,338,N,4
05/12/2014,1.9,6.3,-2.4,0,1027,284,W,5
04/12/2014,2.4,6.4,-1.7,0,1028.7,269,W,8
03/12/2014,0.3,5.2,-4.5,0,1028.8,304,NW,8
02/12/2014,-2.6,1.4,-6.6,0,1026.6,241,SW,4
01/12/2014,-2.4,1.1,-5.9,0,1033.3,306,NW,5
31/01/2015,-0.8,3.8,-5.4,0,1037.6,104,E,3
30/01/2015,0,5,-5,0,1037.1,261,W,5
29/01/2015,0.1,4.8,-4.6,0,1031.1,315,NW,3
28/01/2015,-2.4,1.4,-6.1,0.3,1033.2,139,SE,4
27/01/2015,-0.9,1.7,-3.5,0,1036.3,135,SE,4
26/01/2015,-0.1,3,-3.3,0,1031.8,82,E,3
25/01/2015,0.1,1.8,-1.5,0,1025.2,122,SE,4
24/01/2015,-0.8,2.5,-4,0.8,1027,322,NW,5
23/01/2015,1.4,7.5,-4.7,0,1020.2,2,N,4
22/01/2015,0.9,6.5,-4.7,0,1022.8,292,W,4
21/01/2015,2.7,7.6,-2.2,0,1028.7,268,W,5
20/01/2015,1.1,4.1,-1.9,0,1023.1,331,NW,4
19/01/2015,3.7,10.2,-2.8,0,1024,318,NW,5
18/01/2015,3.5,9.2,-2.3,0,1023,278,W,9
17/01/2015,-0.3,5.1,-5.8,0,1028.7,118,SE,3
16/01/2015,0.3,8.6,-7.9,0,1032.1,316,NW,5
15/01/2015,-2.1,1.4,-5.7,0,1027.6,49,NE,3
14/01/2015,0.2,2.2,-1.7,0,1030.4,299,NW,3
13/01/2015,-0.6,3.6,-4.7,0,1031.4,283,W,4
12/01/2015,-0.5,4.5,-5.5,0,1035.9,346,N,4
11/01/2015,4.3,7.8,0.8,0,1035.3,73,E,3
10/01/2015,5.7,16.3,-4.9,0,1024.4,266,W,5
09/01/2015,2,8.5,-4.4,0,1029.2,295,NW,4
08/01/2015,0.3,7,-6.3,0,1029.4,158,S,3
07/01/2015,0.1,4.9,-4.6,0,1030.8,303,NW,4
06/01/2015,0.3,3.8,-3.2,0,1028.3,146,SE,5
05/01/2015,5.5,8.4,2.6,0,1022.6,60,NE,3
04/01/2015,1.4,7.8,-5,0,1016.5,18,N,4
03/01/2015,0,5.8,-5.8,0,1016,166,S,3
02/01/2015,-0.7,4.5,-5.9,0,1028.4,5,N,4
01/01/2015,0.6,5.4,-4.3,0,1030.1,261,W,5
28/02/2015,3,7.2,-1.3,0,1026.3,155,SE,4
27/02/2015,1.8,3.4,0.1,0.5,1032.4,43,NE,6
26/02/2015,2.8,7.6,-2.1,0,1027.3,81,E,5
25/02/2015,5.2,11.8,-1.5,0,1021,66,NE,5
24/02/2015,2,6.8,-2.7,0,1014.9,115,SE,4
23/02/2015,2,7.5,-3.4,0,1019.5,163,S,4
22/02/2015,2.1,6.5,-2.3,0,1024.1,297,NW,7
21/02/2015,7.2,14.7,-0.3,0,1019.6,264,W,7
20/02/2015,0.7,1.3,0.1,1.1,1020.3,74,E,3
19/02/2015,0.7,1.9,-0.5,6,1027.3,9,N,4
18/02/2015,5.3,10.8,-0.2,0,1030.6,55,NE,4
17/02/2015,6.7,10.8,2.6,0,1025.9,43,NE,4
16/02/2015,8.6,17.2,0,0,1019,278,W,6
15/02/2015,5.2,8.6,1.7,0,1019.6,322,NW,4
14/02/2015,7.5,15.1,0,0,1012.3,3,N,4
13/02/2015,6,13.7,-1.8,0,1015.7,119,SE,4
12/02/2015,2.2,6.8,-2.4,0,1020.7,191,S,3
11/02/2015,6.2,9.9,2.4,0,1018,355,N,4
10/02/2015,6.8,15.7,-2.1,0,1015.4,240,SW,5
09/02/2015,1.5,8.8,-5.8,0,1025.7,142,SE,6
08/02/2015,-1.9,1.9,-5.7,0,1035.2,127,SE,5
07/02/2015,3.6,8,-0.7,0,1032.5,28,NE,5
06/02/2015,5.3,10.7,0,0,1023.1,281,W,4
05/02/2015,2.2,8.2,-3.8,0,1030.7,208,SW,5
04/02/2015,2.1,8.6,-4.3,0,1033.3,322,NW,4
03/02/2015,2,8.5,-4.5,0,1032.9,27,NE,4
02/02/2015,-1.2,2,-4.5,0,1033.4,273,W,4
01/02/2015,-1.2,2.8,-5.3,0,1034.3,275,W,4
31/03/2015,13.8,17.9,9.6,9.1,1017.6,356,N,5
30/03/2015,16.8,22.2,11.3,0,1006.8,55,NE,5
29/03/2015,16.8,23.9,9.7,0,1011.4,126,SE,6
28/03/2015,18.2,25.3,11.2,0,1014.5,343,N,6
27/03/2015,14.2,20.6,7.8,0,1017.8,148,SE,6
26/03/2015,12.7,18.5,6.9,0,1028.1,147,SE,6
